marker-color,marker-size,marker-symbol,lon,lat
#ff0000,medium,triangle,-88.143310546875,33.06910311177054
#ff0000,medium,triangle,-146.25497817993164,61.13088856108856
#ff0000,medium,triangle,-112.5087547302246,33.59787392541059
#ff0000,medium,triangle,-92.80426025390625,34.44712245718284
